Author,Title,Subtitle,ISBN 1,Publisher,TS,Pages,Language,Annotations,Illustrator,Translator,Original Title,Original language,Date of publishing
"Scavo, Nello",Bergogli?v seznam,,9788071957539,Karmelitánské nakladatelství,13,184,?esk?,"Kniha je reportá?í o náro?n?ch letech vojenské diktatury v Argentin? (cca 1976–1983) a o roli, jakou v té dob? sehrál jezuitsk? kn?z Jorge Maria Bergoglio, nyn?j?í pape? Franti?ek. V rozsáhlé úvodní ?ásti kniha nejprve p?ibli?uje ?tená??m pom?ry té doby, v Evrop? málo známé. V druhé ?ásti p?edkládá osobní sv?dectví ?ady lidí, kte?í byli zachrán?ni z rukou diktátorské junty díky Bergogliovi, kterému se poda?ilo zachránit p?ed pronásledováním a smrtí ?adu lidí, a to nejen z okruhu souv?rc?, nap?í? politick?m spektrem. Mezi t?mi, kte?í vydali sv?dectví o jeho konkrétní pomoci, jsou komunistick? odborá?, b?valí katecheté, univerzitní profesor, soudce, noviná?-ateista, mladí snoubenci, politik nebo marxisticky orientovan? teolog. Zachrán?n?ch bylo mnohem více, ale autor uvedl jen p?íb?hy t?ch, kte?í se nebáli nechat je zve?ejnit.  V záv?ru kniha obsahuje i unikátní záznam v?slechu z roku 2010 (tzv. proces ESMA), jemu? se arcibiskup Bergoglio musel podrobit pro podez?ení z kolaborace s vojensk?m re?imem, jí? se tehdy dopustila ?ada argentinsk?ch duchovních.",,,,,2014
"Deleuze, Gilles",Bergsonismus,,9788086955414,Garamond,2,142,?esk?,"Prvním titulem nové edi?ní ?ady Francouzské my?lení, kter?m nakl. Garamond otevírá prostor p?eklad?m z francouzské filosofie, je kniha nazvaná Bergsonismus, brilantní anal?za filosofie H.Bergsona, jedné z nejv?znamn?j?ích postav my?lení 20.století. Gilles Deleuze je p?edstavitelem francouzské poststrukturalistické filsofie.",,Josef Fulka,,francouzsk?,2006
,Berlín,,9788072376278,V. Svojtka & Co.,18,328,?esk?,"Berlín je opojn?m mírem no?ních radovánek, jen? vás doslova smete sv?m duniv?m rytmem a odvle?e s sebou – do tepajících klub?, ?iv?ch ?tvrtí, na kuliná?skou a um?leckou scénu a k blízk?m setkáním s jedn?mi z nejv?t?ích památek evropsk?ch d?jin. A? u? si budete dop?ávat jídla, nasávat pln?mi dou?ky kulturu, nebo prozkoumávat sv??í  parky a zahrady, tento podrobn? pr?vodce z proslulé edice Lonely Planet bude va?ím spolehliv?m pomocníkem.                                                                                        ",,,,,2005
,Berlín - Pr?vodce s mapou National Geographic,,9788026400868,CPress,11,52,?esk?,"Od Braniborské brány a? k p?echodu Checkpoint Charlie, od nám?stí Potsdamer Platz po Alexanderplatz, od Tiergarten a? k zámku Charlottenbourg – n?mecké hlavní m?sto se p?ed vámi v m?iku otev?e díky tomuto jedine?nému pr?vodci! 60 zajímav?ch míst, muzeí a památek vyzna?en?ch v mapkách, 150 dal?ích míst (restaurace, kavárny, bary, kluby, obchody, butiky, divadla, koncerty…) a ve?keré nezbytné praktické informace.",,,,,2012
,Berlín - Spole?ník cestovatele,,9788024910284,Euromedia Group k.s.,999,352,?esk?,"Hlavní m?sto N?mecka má jako oblíbená turistická destinace rozhodn? co nabídnout – historické památky, muzea, parky a zahrady, oblíbené trhy, vyhlá?ené restaurace ?i ?ivou kulturní scénu. Nav?tivte Braniborskou bránu, zámek Charlottensburg, park Sanssouci a dal?í pam?tihodnosti. Pr?vodce nabízí ?adu informací o pohnuté historii m?sta a praktick?ch rad o tom, kde se dob?e najíst a kam zajít s d?tmi.",,"Svobodová, Lenka",Eyewitness Travel Guide - Berlin,anglick?,2008
"Simonis, Damien",Berlín - Velk? pr?vodce National Geographic,,9788025124451,"Computer Press, a. s.",11,272,,"Podrobné popisy míst a související informace. Více ne? 180 barevn?ch fotografií, 18 podrobn?ch barevn?ch map. Mapy na procházky a v?lety autem. Speciáln? p?ipravené nákresy plán? budov a památek. P?ehledná struktura knihy. Informace o hotelech, restauracích, mo?nostech nakupování a zábavy.",,,,,2009
"Lutes, Jason",Berlín 2: M?sto kou?e,,9788074612473,BB/art,13,216,?esk?,"V druhém díle Lutesova historického grafického románu hledají Berlí?ané po masakru na prvního máje 1929 odpov?di na otázku, co se vlastn? stalo. Blí?í se druhá sv?tová válka a nap?tí mezi komunisty a nacionalisty, ?idy a góji roste. Marta Müllerová doprovází svého milence Kurta Severinga, kdy? zpovídá ú?astníky prvomájové demonstrace, a za?íná se orientovat v politick?ch st?etech v?marské republiky. Ov?em její vztah ke Kurtovi se hroutí a ona propadá dekadentnímu berlínskému no?nímu ?ivotu.",,"Jani?, Viktor",Berlin: City of Smoke,anglick?,2012
"Lutes, Jason",Berlín: M?sto kamene,,9788074610776,BB/art,13,216,?esk?,"Pí?e se rok 1928 a nad V?marskou republikou se stahují mra?na. Ekonomika pokulhává, vláda poru?uje podmínky p?ím??í, nacistická i komunistická strana sílí. Berlín je po?ád pestré a kulturní velkom?sto, které v Lutesov? grafickém románu poznáváme nejen o?ima noviná?e Severinga a malí?ky Müllerové, ale i policisty Lemkeho, ?idovského studenta ?i matky samo?ivitelky. Historie tu není n?co, co se lidem d?je, lidé jsou jejími tv?rci – a práv? nejistota jejich fiktivních ?ivot? na pozadí reáln?ch historick?ch událostí dává Berlínu jeho neuv??itelnou sílu.",,"Jani?, Viktor",Berlin: City of Stone,anglick?,2012
"Birkefeld, Richard - Hachmeister, Göran",Berlínská past,Detektivka z nacistického N?mecka,9788074072710,Garamond,13,360,?esk?,"N?mecko, podzim 1944. K Berlínu, kter? je z velké ?ásti v troskách, se pomalu, ale jist? blí?í Rudá armáda - kdo má mo?nost, pokou?í se zachránit si k??i, jak se dá. V této situaci dostává úsp??n? policejní vy?et?ovatel Hans Kalterer za úkol vypátrat v berlínsk?ch ulicích sériového vraha, o n?m? se policisté domnívají, ?e se pachatel dopou?tí zlo?in? z politick?ch d?vod?. Jak se v?ak brzy uká?e, za vra?dami skute?n? stojí uprchl? v?ze? z koncentra?ního tábora, kter? má ?adu d?vod? se mstít. V tomto v mnoha sm?rech nekonven?ním kriminálním p?íb?hu je zlo?incem ob?? nacistického teroru, zatímco vy?et?ovatelem policista t?etí ?í?e s krví na rukou. Nap?tí nepramení z pátrání po vrahovi, n?br? z postupného odhalování jeho minulosti, p?i?em? o ne?ekané zvraty není nouze.",,"P??ek, Michael",,n?meck?,2015
"Taylor, Frederick",Berlínská ze?,,9788073814137,BB/art,13,488,?esk?,"Autor umn? spojuje látku oficiální historie, p?vodních v?zkum? v archivech a osobních p?íb?h? a lí?í rozd?lené m?sto a jeho obyvatel v dob?, kdy to vypadalo, ?e lidstvo stále stojí na pokraji katastrofy.",,"?ustrová, Petru?ka",The Berlin Wall,anglick?,2008
"Schulze, Ingo",Berlínské bolero,T?ináct klasick?ch povídek,9788090381599,"Nakladatelství Vakát, s. r. o.",13,236,?esk?,"Silvestr 1999 v Berlín?. Frank Reichert se na ve?írku na prahu nového tisíciletí potkává s Julií, svou dávnou a ztracenou láskou. Od jejich rozchodu na podzim 1989 ?ije jako úsp??n? podnikatel, ale ne??astn? mu?. Sv?j ?ivot sleduje tém?? nezú?astn?n?, uzavírá nové vztahy, ale nad v?ím se vzná?í Juliin stín a mo?nost za?ít ?ivot znovu, jinak. S nov?m ránem p?ichází i nov? za?átek… Mezi odchodem a revoltou se potácejí tém?? v?ichni hrdinové Schulzeho povídek. ?asto sta?í jen znepokojiv? pohled, aby se za?ínající láska, sousedská známost nebo poklidná dovolená vymkly kontrole... S neopakovateln?m citem pro tragikomické situace ohledává Ingo Schulze podstatu lásky, krou?í kolem otázky cti ve chvílích rozchodu, ale zachycuje i momenty ?t?stí uprost?ed v?edního dne.",,"Dimter, Tomá?",Handy,n?meck?,2009
"Walters, Guy",Berlínské hry,,9788073812072,BB/art,13,400,?esk?,"Walters poprvé odhaluje, ?e hry po?pinili nejen nacisté, ale sami olympij?tí ?inovníci, v neposlední ?ad? sám baron Pierre de Coubertin, zakladatel moderního olympijského hnutí, kter? dostal od nacist? zna?n? finan?ní dar.",,"Hrbek, Jaroslav",Berlin Games,anglick?,2007
"Rodewyk, Adolf",Berme ?ábla vá?n?,,9788072661886,Matice cyrilometod?jská s. r. o.,0,62,?esk?,"N?meck? jezuita, exorcista ?ijící v minulém století, vysv?tluje, jak se do sv?ta dostalo zlo a jaké úskoky a lsti ?ábel pou?ívá. Jde o cennou p?íru?ku pro ka?dého, komu není lhostejn? osud jeho du?e.",,"Krej?í, Tomá?",,n?meck?,2005
"Vlasáková, Marta",Bernard Bolzano: Cesta k logické sémantice,,9788070072202,FILOSOFIA,2,108,?esk?,"Pra?sk? rodák Bolzano zasluhuje pozornost nejen jako v?znamn? matematik, ale i jako jeden z pr?kopník? tzv.logické sémantiky.Tato „v?da o v?znamu“ se opírá nikoli o psychologii,ale o logiku.Na ?ad? Bolzanov?ch my?lenek byla pozd?ji v dílech Frega,Russella a dal?ích vystav?na moderní logika a analytická filosofie.Autorka v knize ukazuje, jak m??e b?t Bolz.„realistické“ pojetí sémantiky inspirativní",,,,,2006
"Moreman, Tim",Bernard Montgomery,Velitelé - Strategie - Konflikty,9788072436156,Brána,2,64,?esk?,"Publikace o polním mar?álovi, kter? byl nejznámn?j?ím britsk?m generálem druhé sv?tové války.","Turner, Graham","Krist, Jan",Bernard Montgomery,anglick?,2012
Hana Pátková,Berní knihy Starého M?sta pra?ského (1427-1434),,9788090215108,Archiv hlavního m?sta Prahy,2,392,"?eském,n?meckém a latinském zn?ní","Podává p?ehled dosavadního bádání,charakteristiku tzv.lózunky,jako specifického druhu m?stské bern?,popisa strukturu zápisu editovaného rukopisu,kapitolu o minci a m?nách vystupujicích v edici.Vlastní edice obsahuje p?edev?ím ulo?ení m?stsk?ch dávek a zvolení jejich v?b?r?ích,seznam poplatník?,rejst?íky konspira?ních ?ísel,osobní i místní",,,,,1996
"?adková, Iva - Zahradníková, Magda","Berní rula 14, kraj Hradeck? III",,9788086712710,Národní archiv,2,335,?esk?,"V roce 1949 napsal svoji p?edmluvu k vydání berní ruly tehdej?í ?editel Zemského archivu v Praze Otakar Bauer. V ní poukázal na to, ?e uskute?n?ním tohoto velkoryse pojatého podniku vrcholí padesátileté snahy historik? - archivá?? Zemského archivu o vydání pramene zásadní d?le?itosti. Na této práci se podílela ?ada editor?, z nich? je t?eba zvlá?t? vyzdvihnout osobnost dr. Karla Dosko?ila, kter? se uvolil prostudovat v?echny svazky ruly i ?innost jednotliv?ch stavovsk?ch komisí, aby vypracoval nejvhodn?j?í a zárove? nejúsporn?j?í formulá?, kter? by mohl b?t pou?it pro v?echny svazky edice.",,,,,2010
"?adková, Iva - Zahradníková, Magda","Berní rula 15, kraj Hradeck? IV",,9788086712970,Národní archiv,2,296,?esk?,"V roce 1949 napsal svoji p?edmluvu k vydání berní ruly tehdej?í ?editel Zemského archivu v Praze Otakar Bauer. V ní poukázal na to, ?e uskute?n?ním tohoto velkoryse pojatého podniku vrcholí padesátileté snahy historik? - archivá?? Zemského archivu o vydání pramene zásadní d?le?itosti. Na této práci se podílela ?ada editor?, z nich? je t?eba zvlá?t? vyzdvihnout osobnost dr. Karla Dosko?ila, kter? se uvolil prostudovat v?echny svazky ruly i ?innost jednotliv?ch stavovsk?ch komisí, aby vypracoval nejvhodn?j?í a zárove? nejúsporn?j?í formulá?, kter? by mohl b?t pou?it pro v?echny svazky edice. ve své stati ,,K edici Berní ruly"" zhodnotil a popsla dosavadní úsilí ?eské historiografie o ocen?ní, prozkoumání a vhodné publikování tohoto pramene. Stanovil hlavní zásady, jimi? se mají edito?i p?i vydávání edice ?ídit, rozvrhl jednotlivé edi?ní svazky a po?ídil generální rejst?ík k celé berní rule. Tento záslu?n? podnik v?ak nebyl dokon?en pro velkou pracovní a finan?ní náro?nost. Po dal?ích tém?? padesáti letech se Státní úst?ední archiv, jako?to p?ím? nástupce Archivu zem? ?eské, rozhodl chyb?jící svazky edice berní ruly postupn? doplnit. A? na malé detaily bylo rozhodnuto pokra?ovat v hlavních edi?ních zásadách p?edch?dc?. Po vydání jednoho svazku Berní rula kraj Boleslavk?, dvou svazk? kraje Plze?ského, svazku Kladska a svazku Hradecka, vydává nyní Národní archiv ?tvrt? svazek berní ruly kraje Hradeckého.",,,,,2012
"?adková, Iva - Zahradníková, Magda","Berní rula 4,5 - Kraj Bechy?sk? I",,9788074690099,Národní archiv,2,520,?esk?,Soupis da?ov?ch povinností v bechy?ském kraji z let 1653-1654.,,,,,2014
"?adková, Iva - Zahradníková, Magda",Berní rula 6 - Kraj Bechy?sk? II,,9788074690310,Národní archiv,2,350,?esk?,"?adková Iva, Zahradníková Magda. Berní rula. Sv. 6 Kraj bechy?sk?. Díl II., vyd I. 2014, Národní archiv Praha 2014. Soupis da?ov?ch povinností v bechy?ském kraji z let 1653-1654.",,,,,2014
?aket,Beroun,plán m?sta,9788072330546,?aket,18,0,,,,,,,2000
"Garkisch, Milo?",Beroun,,9788074322365,Paseka,2,180,?esk?,"Královské a kdysi krajské m?sto Beroun je centrem berounského regionu, kter? je zbytkem d?íve velké správní oblasti na jihu st?edních ?ech, naz?vané Podbrdsk? pozd?ji Berounsk? kraj. Kniha z edice Zmizelé ?echy seznamuje ?tená?e se spletit?mi d?jinami tohoto m?sta od st?edov?ku a? po dramatické 20. století a p?iná?í sto devadesát unikátních archivních fotografií, které dokumentují prom?ny genia loci tohoto st?edo?eského sídla.",,,,,2012
"Velí?ek, Jan",Beroun,Deset zastavení na procházce královsk?m m?stem,9788087938317,Machart,2,80,?esk?,"Nová reprezentativní fotografická publikace o sou?asném Beroun? vychází p?i p?íle?itosti oslav 750. v?ro?í první písemné zmínky o m?st?. Autory fotografií jsou beroun?tí tv?rci Vladimír Kasl, Ji?í Semrád a Zden?k Z?na, autorem doprovodn?ch text? je berounsk? básník a texta? Jan Velí?ek. Ten ve svém úvodním slov? mimo jiné uvádí: „Milí ?tená?i, dostáváte do ruky knihu o Beroun?, m?st?, které v roce 2015 slaví 750 let písemn? dolo?ené existence. Na m?sto to není nijak kritick? v?k, známe i star?í, a n?která vypadají docela dob?e. My Berou?áci máme své m?sto pochopiteln? rádi. A m?li bychom radost, kdyby je m?li rádi i ti, kte?í se sem zrovna p?ist?hovali, a také v?ichni hosté, a? u? jsou d?vody jejich náv?t?vy ekonomické, turistické, nebo jde o pouhou náhodu.",,,,,2015
?aket,Beroun - plán m?sta 1 : 16 000,plán m?sta,9788072332397,?aket,18,2,?esk?,"Slo?en? plán m?sta se stru?n?mi informacemi o historii a památkách, dopln?n? rejst?íkem ulic.",,,,,2006
"V?tvi?ka, Václav - Rende, Jan",Berounka,?eka bez pramene,9788072366569,Jan Va?ut s.r.o.,13,148,?esk?,"O Berounce se tvrdívá, ?e to je ?eka bez pramene. Na?i p?edkové ji naz?vali Míza. Stejn? tak bychom mohli o Berounce mluvit jako o ?ece ostrov?. Má jich mo?ná nejvíc ze v?ech na?ich ?ek, t?eba?e jsme jich osobn? napo?ítali jen 88. Jen?e: Po ka?dém v?t?ím de?ti, ne?ku-li po ka?dé povodni, je jejich po?et jin?. N?které jsou velké, jiné nepatrné, jedny si vytvo?ila ?eka, jiné vznikly t?eba prokopáním podeml?nské strouhy. Jeden, ten berounsk?, se dokonce jmenuje Ostrov. Jinému se zase ?íká bu? Ostrov lásky, nebo Ostrov komár?. Vymysleli to z?ejm? vodáci, ka?d? podle své zku?enosti. Berounka, vedle sv?ch ?ty? zdrojnic, nachytala za sv?j tok pod Plzní skoro 50 potok? a ?í?ek - ??rky a drobné pramínky jsme nepo?ítali. A to je n?jaké vody!",,,,,2009
"Junek, Václav",Berounské války,,9788073764036,"Nakladatelství Olympia, a.s.",2,255,?esk?,"Kniha Václava Junka p?ibli?uje zajímav?m zp?sobem osudy m?sta Berouna na pozadí vále?n?ch dob od starov?ku po dne?ek. Beroun byl jako m?sto velice dob?e opevn?n a jeho fortifikace procházela pravideln?mi úpravami a ?etn?mi vylep?eními. D?vodem byla jeho strategická pozice na cest? ze západu k Praze. V?echna nep?átelská vojska musela v?dy projít p?es toto m?sto. Paradoxem ov?em je, ?e krom? dvou men?ích ?arvátek v nedaleké Lod?nici se o Beroun vlastn? nikdy skute?n? nevál?ilo.",,,,,2015
"?apek, Petr - Prá?il, Petr",Berounsko na star?ch pohlednicích,,9788086914213,Vydavatelství Baron,2,276,?esk?,"Presti?ní, vázaná, barevná kniha obsahuje p?es 530 historick?ch pohlednic i dobov?ch fotografií s podrobn?mi popiskami jednotliv?ch motiv?. Uvedeny jsou také znaky obcí. Poj?me se podívat na Berounsko s brdsk?mi a k?ivoklátsk?mi lesy, na ?eku Berounku prodírající se údolím a skalami ?eského krasu, nebo do ka?onu potoka Ka?áku ve Svatém Janu pod Skalou, na hrady, zámky, vesni?ky a m?sta. Kniha by m?la pot??it sb?ratele star?ch pohlednic, milovníky star?ch ?as?, místní rodáky, patrioty a poodhalit dobu a okam?iky, které odvál ?as.",,,,,2007
"Ko??ál, Vratislav - Ko??álová, Renata","Berounsko, Kladensko a Rakovnicko",Historická sídla St?edo?eského kraje,9788087474822,"Barrister & Principal, o.s.",9,232,?esk?,"?tená?i se dostává do rukou druh? díl ?estidílné edi?ní ?ady Historická sídla St?edo?eského kraje, kter? podrobn? mapuje a dokumentuje hrady, zámky a tvrze v regionech Berounska, Kladenska a Rakovnicka. Kniha je op?t vybavena mnoha unikátními ?ernobíl?mi fotografiemi a p?iná?í, stejn? jako díl první, zcela nov? pohled na místní historické objekty, n?které velmi cenné, jiné skromn?j?í, které jsou v?ak v?echny dokladem p?sobení, pé?e  a umu minul?ch panovnick?ch a ?lechtick?ch elit. Publikace je p?ipravena zaujmout milovníky historie, obyvatele dan?ch region?, kte?í se cht?jí o svém kraji dozv?d?t víc, ale také turisty, pro které se chce a m??e stát pozvánkou do mnohdy opomíjen?ch míst, je? dnes neprávem stojí ve stínu Prahy, ale p?itom mají také co zajímavého nabídnout. ?tená? v knize nalezne vzájemn? propojené informace jak o samotn?ch historick?ch objektech a sídlech, tak o pov?stech, které se o nich tradují, nebo o slavn?ch a znám?ch osobnostech, které zde p?sobily. Zaznamenány jsou v?ak i p?írodní krásy, technické vymo?enosti a dal?í zajímavosti. Na knize spolupracovali sou?asní vlastníci zdej?ích hrad?, zámk? a tvrzí, a to nejen tím, ?e poskytli historické i aktuální fotografie, ale také vlastní texty, které jsou nesmírn? cenné jako sv?dectví, díky n?mu? lze nahlédnout za oponu náro?né údr?by t?chto objekt?. Pro milovníky a fanou?ky ?eské historie a architektury, pro ty, kdo cht?jí v?d?t více o tom, kde se vlastn? narodili!",,,,,2012
"ZSOLT, Staník",Berry Bokr aneb ?erstvé kozy denn? na trh,,9788023739541,Ivo ?elezn?,13,192,,"Kní?ka se sna?í prost?ednictvím ?asto netradi?ního jednání, chování a konání dvou hlavních hrdin?, v?robce lanov?ch ok Berryho Bokra a d?chodce pana Zajíce, naladit va?e membrány do p?íjemného úsm?vna.",,Ilustr. Z. Netopil,,,2005
"Adamec, Miroslav",Berta a Ufo,,9788074041280,?eská televize - Edice ?T,14,128,?esk?,"Veselé p?íhody plné laskavého humoru o malé hol?i?ce Bert? a jejím kamarádovi Ufíkovi zpracoval podle stejnojmenného ve?erní?ku Miroslav Adamec, krásn?mi ilustracemi je doplnila Jitka Petrová.","Petrová, Jitka",,,,2014
"Soukupová, Petra",Bertík a ?muchadlo,,9788074912481,"HOST - vydavatelství, s. r. o.",14,136,?esk?,"Za?aly prázdniny. Jedu s mamkou a Richardem na jeho chalupu. Ale nechce se mi tam. Rad?i bych z?stal u táty. Mohl bych celej den hrát hry na po?íta?i, pít Fantu a jíst t?eba hranolky anebo n?co jin?ho, co bych cht?l.  Bertíkovi je dev?t. Rodi?e se rozvedli a on ?ije s maminkou, která si na?la nového p?ítele. Bert mu ?íká Rypou?. Ostatn?, celou tu ?ivotní zm?nu nese velice t??ce. P?ipadá mu jako zrada. Chci, aby bylo v?echno jako d?ív! Vzteká se. ?árlí. Na v?echny kolem sebe je protivn?. A? jednou potká v lese za chalupou zvlá?tní mluvící zví?e — ?muchadlo — a skamarádí se s ním. Doká?e neo?ekávané p?átelství s tajemn?m tvorem zm?nit Bertík?v pohled na sv?t?","Korunka, Petr",,,,2014
"Suvorov, Viktor",BERU SVÁ SLOVA ZP?T,,9788020608222,Na?e vojsko s.r.o.,999,442,?esk?,"Po knize ""Stín vít?zství"" p?ipravil Viktor Suvorov dal?í razantní odhalení paradox? druhé sv?tové války, obzvlá?? ve fázi nacistického útoku na SSSR roku 1941. Spolu s mar?álem ?ukovem (kterého d?íve hodnotil kladn?-odtud název knihy) se do ohniska autorovy palby dostávají dal?í generálové, spisovatelé a noviná?i jak z období existence SSSR, tak i sou?asného Ruska",,"Sola?ík, Bruno",,rusk?,2006
"Fr?bort, Pavel",Berunky,,9788072442492,?ulc – ?varc,13,400,?esk?,"Napínav? kriminální román ze sou?asnosti, o její? skute?né podob? víme n?kdy velmi málo.",,,,,2009
"Winterbergová, Jenna",Beru??ina dobrodru?ství,Kreslení krok za krokem s pohádkami,9788072099771,"Nakladatelství Slovart, s.r.o.",14,24,?esk?,"Beru??ina dobrodru?ství vypráv?jí o ztracené beru?ce B?tce, která si p?i hledání cesty dom? na jetelové polí?ko najde nové kamarády. D?ti budou sledovat B?t?iny p?íhody a zárove? se nau?í nakreslit v?echny postavy p?íb?hu, nap?íklad pilnou v?elku, dobromyslného hlem??d?, krásného mot?la nebo kouzelného jednoro?ce. V?echny d?ti rády kreslí, ale k rozvoji um?leck?ch schopností pot?ebují vedení. Ka?dé dít?, které doká?e nakreslit kruh, ?tverec a trojúhelník, má se se?item z edice Jak kreslím a spoustou va?ich podn?t? jen pár kr??k? k tomu, aby nakreslilo beru?ku, mot?la, nebo dokonce jednoro?ce.","Fisherová, Diana","Klimtová, Zdenka",,anglick?,2007
Grandreams,Beru?ka Bar?a,,9788071867869,EGMONT ?R s.r.o.,14,12,,Ver?ované leporelo pro nejmen?í d?ti.,,,,,2003
"Marko?, Anton,  Kelemen, Josef","Beru?ky, and?lé a stroje",,9788086569697,Doko?án s.r.o.,3,207,?esk?,"Hrací strojky, Frankensteinovo monstrum, Golem a podobné v?robky jit?í p?edstavivost dnes tak jako v minulosti. Informatika a robotika podpo?ené v?konn?mi po?íta?i p?idaly tomuto tázání na vztah mezi ?iv?mi bytostmi a stroji na naléhavosti. Jsou stroje ?ivé? Budou n?kdy? Ale co je to vlastn? ?ivé? Ne?lo by otázku obrátit a prohlásit ?ivou bytost za stroj?  Kniha povstala z rozhovor? obou autor? – biologa a informatika – o podobn?ch otázkách. Probírají n?které otázky vztahu informace a t?la, roli v?dy a tzv. humanitních v?d p?i poznávání ?ivého, p?ibli?ují v?voj v oblasti um?lé inteligence a um?lého ?ivota, a samoz?ejm? se to?í kolem otázky co ?iní ?ivé ?iv?m.",Fatima Cvr?ková,,,,2004
"Mina?ík, Kv?toslav",Beseda boh?,Psychologie skute?nosti,9788085202007,"Canopus, z. s.",0,272,?esk?,"BESEDA BOH? je napsána jako u?ebnice jógy. Kv?toslav Mina?ík zde podává zevrubné informace o r?zn?ch druzích jóg a p?izp?sobuje je evropskému ?ivotu a my?lení v záv?re?né „integrální józe“. Problém duchovního v?voje se zde ?e?í p?edev?ím mravním p?epodstatn?ním, zalo?en?m na v?lí vyvolan?ch a zám?rn? udr?ovan?ch pocitech. Teprve na nich pak staví medita?ní, koncentra?ní a dechová cvi?ení.",Pravoslav Nesrovnal,- -,Beseda boh?,?esk?,1990
"Golovatina,varvara-menclová,eva-rykovská,milena-sedlá?ková,olga",Beseda i ekzamen,25 témat pro procvi?ování a p?ípravu k maturit?,9788074892561,"Nakladatelství Fraus, s.r.o.",10,144,"?esk?, rusk?","Úrove? A2 - B1 / B2 dle SERR. Publikace je vhodná jako roz?i?ující vzd?lávací materiál k jakékoliv u?ebnici ru?tiny na st?edních a jazykov?ch ?kolách. Obsah je vhodn? zapojiteln? do v?ech hodin ru?tiny, zejména jako celková p?íprava k maturitní zkou?ce.  D?raz je kladen na procvi?ování a rekapitulaci v?ech ?e?ov?ch dovedností a sociokulturní kompetence v ruském jazyce.  V 25 tematick?ch celcích najdete také ?iroké spektrum informací z ruské kultury a rusk?ch reálií.  Sou?ástí u?ebnice je i klí? ke cvi?ením.",,,,,2015
"Novák, Rostislav",Beskydy,S batohem po ?esku,9788072683468,Akcent,11,128,?esk?,"P?íru?ka obsahuje dvacet nejzajímav?j?ích p??ích turistick?ch tras. Krom? popis? tras jsou novinkou v??ezy panoramatick?ch map. Nechybí v??kov? profil túr, charakteristika jejich náro?nosti a ?asov? rozvrh. Ka?dá trasa je dopln?na fotografiemi.",,,,,2015
"Holec, Petr",Best(ie) of ?esko aneb To nejlep?í o nás,,9788073887094,NAKLADATELSTVÍ XYZ s.r.o.,13,336,?esk?,"Co o ?esku soudí sv?t? Nezná nás jen jako národ konzument? piva a zkorumpovan?ch politik??! Co ale soudí o své zemi samotní ?e?i? Petr Holec, dlouholet? redaktor t?deníku Reflex, si ve sv?ch ?láncích, t?kajících se témat, která h?bou na?í zemí – a? politick?ch ?i spole?ensk?ch, nebere servítky. S nezast?en?m pohledem, briskním úsudkem a humorem si bere na pa?kál jak na?e politiky a ve?ejné ?initele, tak i samotné ?echy.",,,,,2012
"BRO?OVÁ, Anna",Bestiální my?lenky o lásce,,9788086845654,"OFTIS, s.r.o.",13,116,?esk?,Sbírka poezie.,,,,,2007
"NESVADBOVÁ, Barbara",Bestiá?,,9788072463541,Motto,13,142,,"Bestií se ?ena nerodí. Bestií se ?ena stává. A já mám za sebou opravdu kvalitní p?ípravku. - Nové vydání úsp??né prózy, její? filmová verze v re?ii Ireny Pavláskové práv? p?ichází do na?ich kin.",,,,,2007
"Masello, Robert",Bestiá?,,9788073815509,BB/art,13,408,?esk?,"Rukopis, jeho? iluminace zobrazují bájná stvo?ení, která se podle legend kdysi procházela zahradami ráje. Kniha, je? byla po staletí p?edávána z generace na generaci v jedné z nejmocn?j?ích rodin arabského sv?ta, je te? sv??ena mladé a krásné kurátorce Beth Coxové. - Thriller.",,"Romancovová, Eva",Bestiary,anglick?,2009
"Antonín, Lubo?",Bestiá?,,9788025703472,Argo spol. s r.o.,2,376,?esk?,"Bájná zví?ata, ?ivlové bytosti, monstra, obludy a nestv?ry v kni?ní ilustraci konce st?edov?ké Evropy.",,,,,2010
"Masello, Robert",Bestiá?,,9788074611117,BB/art,13,408,?esk?,"Rukopis, jeho? iluminace zobrazují bájná stvo?ení, která se podle legend kdysi procházela zahradami ráje, kniha, je? byla po staletí p?edávána z generace na generaci v jedné z nejmocn?j?ích rodin arabského sv?ta, je te? sv??ena mladé a krásné kurátorce Beth Coxové. Je to v?ak její man?el, paleontolog Carter Cox, kterého v?zkum dovede k poznání sbírky ?ijících zázrak? p?írody a jejich hr?zn?ch schopností. M?ty a skute?nost se spojí. Carter musí otev?ít bránu prastarého sv?ta a ven vypustí stv?ry, které zatím ?ily jen v t?ch nejhor?ích snech.",,"Romancovová, Eva",Bestiary,anglick?,2012
